143597	2011-07-04T20:44:00+03:00	36
143933	2011-07-04T20:59:00+03:00	23
144373	2011-07-04T21:09:00+03:00	44
144503	2011-07-04T21:39:00+03:00	54
144807	2011-07-04T21:45:00+03:00	15
145148	2011-07-04T21:45:00+03:00	13
145179	2011-07-04T23:17:00+03:00	11
145527	2011-07-05T00:49:00+03:00	18
146074	2011-07-05T15:20:00+03:00	21
146215	2011-07-05T15:34:00+03:00	25
146459	2011-07-05T18:28:00+03:00	10
146890	2011-07-05T20:40:00+03:00	23
146960	2011-07-05T20:53:00+03:00	10
147393	2011-07-05T23:52:00+03:00	14
147603	2011-07-06T07:59:00+03:00	18
147938	2011-07-06T09:05:00+03:00	19
148062	2011-07-06T09:31:00+03:00	16
148425	2011-07-06T10:47:00+03:00	36
148571	2011-07-06T14:08:00+03:00	17
148737	2011-07-06T15:15:00+03:00	9
149128	2011-07-06T19:06:00+03:00	53
149424	2011-07-06T20:33:00+03:00	15
150006	2011-07-06T21:22:00+03:00	55
150215	2011-07-07T02:55:00+03:00	34
150463	2011-07-07T12:48:00+03:00	19
150735	2011-07-07T14:22:00+03:00	17
151277	2011-07-07T18:33:00+03:00	34
151347	2011-07-07T20:57:00+03:00	16
151595	2011-07-07T21:17:00+03:00	26
151955	2011-07-07T22:23:00+03:00	35
152173	2011-07-08T10:38:00+03:00	32
152552	2011-07-08T12:10:00+03:00	23
152831	2011-07-08T17:32:00+03:00	34
152875	2011-07-08T18:41:00+03:00	14
153279	2011-07-08T18:55:00+03:00	8
153481	2011-07-08T19:30:00+03:00	14
153778	2011-07-08T20:44:00+03:00	13
153955	2011-07-08T21:30:00+03:00	17
154147	2011-07-09T11:41:00+03:00	27
154693	2011-07-09T14:16:00+03:00	24
155078	2011-07-09T14:46:00+03:00	7
155259	2011-07-09T14:55:00+03:00	7
154542	2011-07-09T14:56:00+03:00	4
155421	2011-07-09T15:07:00+03:00	26
155865	2011-07-10T00:14:00+03:00	17
155996	2011-07-10T00:20:00+03:00	5
156378	2011-07-10T00:26:00+03:00	4
156442	2011-07-10T01:42:00+03:00	6
156767	2011-07-10T12:03:00+03:00	12
156963	2011-07-10T12:37:00+03:00	13
157335	2011-07-10T13:41:00+03:00	19
157589	2011-07-10T13:50:00+03:00	5
157930	2011-07-10T13:55:00+03:00	13
158006	2011-07-10T14:01:00+03:00	7
158604	2011-07-10T20:14:00+03:00	16
158864	2011-07-10T20:33:00+03:00	22
159196	2011-07-10T22:08:00+03:00	8
159297	2011-07-10T22:17:00+03:00	49
159711	2011-07-10T22:45:00+03:00	15
159958	2011-07-10T22:55:00+03:00	14
160240	2011-07-10T23:26:00+03:00	14
160344	2011-07-11T00:41:00+03:00	14
160721	2011-07-11T02:45:00+03:00	12
160881	2011-07-11T10:47:00+03:00	15
161240	2011-07-11T10:49:00+03:00	5
161679	2011-07-11T12:28:00+03:00	38
161852	2011-07-11T12:40:00+03:00	52
162223	2011-07-11T15:16:00+03:00	33
162981	2011-07-11T21:23:00+03:00	25
163518	2011-07-11T21:40:00+03:00	14
163254	2011-07-11T23:32:00+03:00	9
164200	2011-07-12T01:08:00+03:00	10
164552	2011-07-12T07:29:00+03:00	19
164804	2011-07-12T10:12:00+03:00	12
164954	2011-07-12T10:20:00+03:00	62
165276	2011-07-12T12:00:00+03:00	7
165571	2011-07-12T14:38:00+03:00	47
165664	2011-07-12T17:50:00+03:00	28
166134	2011-07-12T17:56:00+03:00	49
166186	2011-07-12T21:02:00+03:00	16
166433	2011-07-12T21:08:00+03:00	10
166852	2011-07-12T21:21:00+03:00	18
166929	2011-07-12T22:59:00+03:00	18
167209	2011-07-13T10:38:00+03:00	8
167571	2011-07-13T10:48:00+03:00	7
167801	2011-07-13T10:53:00+03:00	16
168549	2011-07-13T12:52:00+03:00	23
169117	2011-07-13T17:04:00+03:00	12
169465	2011-07-13T17:10:00+03:00	41
169510	2011-07-13T18:36:00+03:00	42
169925	2011-07-13T19:38:00+03:00	17
170253	2011-07-13T21:08:00+03:00	10
170854	2011-07-14T09:50:00+03:00	14
171143	2011-07-14T10:16:00+03:00	20
171437	2011-07-14T10:28:00+03:00	20
171663	2011-07-14T10:33:00+03:00	32
171948	2011-07-14T13:13:00+03:00	12
172173	2011-07-14T14:00:00+03:00	21
172353	2011-07-14T14:14:00+03:00	37
172547	2011-07-14T14:51:00+03:00	7
173351	2011-07-14T19:06:00+03:00	50
173195	2011-07-14T19:13:00+03:00	24
172911	2011-07-14T20:27:00+03:00	154
173776	2011-07-14T21:38:00+03:00	7
174029	2011-07-15T10:40:00+03:00	47
174255	2011-07-15T10:52:00+03:00	22
174589	2011-07-15T13:46:00+03:00	11
174694	2011-07-15T15:54:00+03:00	15
175058	2011-07-15T16:54:00+03:00	20
175698	2011-07-15T19:42:00+03:00	11
176078	2011-07-16T11:23:00+03:00	18
176308	2011-07-16T18:20:00+03:00	4
176492	2011-07-16T18:24:00+03:00	6
176652	2011-07-16T18:30:00+03:00	35
177190	2011-07-17T01:55:00+03:00	40
177547	2011-07-17T02:05:00+03:00	10
177872	2011-07-17T02:10:00+03:00	6
178421	2011-07-17T02:24:00+03:00	24
178648	2011-07-17T03:27:00+03:00	44
178736	2011-07-17T10:43:00+03:00	12
179060	2011-07-17T13:01:00+03:00	39
179326	2011-07-17T13:05:00+03:00	7
179619	2011-07-17T13:21:00+03:00	65
179796	2011-07-17T14:06:00+03:00	8
180064	2011-07-17T21:12:00+03:00	18
180343	2011-07-17T21:21:00+03:00	12
180658	2011-07-18T10:46:00+03:00	19
180805	2011-07-18T13:15:00+03:00	16
181314	2011-07-18T14:04:00+03:00	3
181070	2011-07-18T14:43:00+03:00	12
181787	2011-07-18T17:14:00+03:00	25
182097	2011-07-18T17:32:00+03:00	27
182525	2011-07-18T18:10:00+03:00	15
182768	2011-07-18T18:55:00+03:00	8
182981	2011-07-18T19:03:00+03:00	38
183258	2011-07-18T21:49:00+03:00	22
183332	2011-07-18T21:57:00+03:00	31
183677	2011-07-19T00:15:00+03:00	4
183923	2011-07-19T00:25:00+03:00	31
184482	2011-07-19T10:43:00+03:00	31
184749	2011-07-19T11:08:00+03:00	40
185048	2011-07-19T14:00:00+03:00	33
185151	2011-07-19T15:25:00+03:00	14
185542	2011-07-19T17:28:00+03:00	45
185741	2011-07-19T17:41:00+03:00	19
185942	2011-07-19T18:38:00+03:00	24
186250	2011-07-19T22:27:00+03:00	14
186549	2011-07-19T23:02:00+03:00	28
186845	2011-07-20T10:19:00+03:00	13
186888	2011-07-20T10:24:00+03:00	14
187272	2011-07-20T10:57:00+03:00	19
